method,attack_type,attack_strength,prompt_id,z_score,remaining_tokens
unb_a3.0,deletion,0.1,7,4.006937482279548,72
unb_a3.0,deletion,0.2,7,3.2499991875002032,64
unb_a3.0,deletion,0.3,7,-0.6868026310642517,53
unb_a3.0,deletion,0.4,7,-1.5811383300843476,40
unb_a3.0,deletion,0.5,7,-1.5811383300843476,40
unb_a3.0,synonym,0.0,7,2.9068877207498716,80
unb_a3.0,synonym,0.1,7,2.4596742252498913,80
unb_a3.0,synonym,0.2,7,2.236067477499901,80
unb_a3.0,synonym,0.3,7,2.012460729749911,80
unb_a3.0,deletion,0.0,8,4.1628242967176385,79
unb_a3.0,deletion,0.1,8,3.535533072599601,72
unb_a3.0,deletion,0.2,8,2.2499994375001404,64
unb_a3.0,deletion,0.3,8,0.6868026310642517,53
unb_a3.0,deletion,0.4,8,0.0,40
unb_a3.0,deletion,0.5,8,0.0,40
unb_a3.0,synonym,0.0,8,4.472134954999802,80
unb_a3.0,synonym,0.1,8,2.9068877207498716,80
unb_a3.0,synonym,0.2,8,3.354101216249852,80
unb_a3.0,synonym,0.3,8,1.1180337387499506,80
unb_a3.0,deletion,0.0,9,2.81271911940381,79
unb_a3.0,deletion,0.1,9,1.6499154338798137,72
unb_a3.0,deletion,0.2,9,0.7499998125000469,64
unb_a3.0,deletion,0.3,9,-0.9615236834899523,53
unb_a3.0,deletion,0.4,9,-0.9486829980506085,40
unb_a3.0,deletion,0.5,9,-0.9486829980506085,40
unb_a3.0,synonym,0.0,9,2.9068877207498716,80
unb_a3.0,synonym,0.1,9,1.5652472342499308,80
unb_a3.0,synonym,0.2,9,1.1180337387499506,80
unb_a3.0,synonym,0.3,9,1.5652472342499308,80
unb_a3.0,deletion,0.0,10,4.612859355822248,79
unb_a3.0,deletion,0.1,10,3.2998308677596273,72
unb_a3.0,deletion,0.2,10,1.249999687500078,64
unb_a3.0,deletion,0.3,10,-1.5109657883413536,53
unb_a3.0,deletion,0.4,10,-1.264910664067478,40
unb_a3.0,deletion,0.5,10,-1.264910664067478,40
unb_a3.0,synonym,0.0,10,4.472134954999802,80
unb_a3.0,synonym,0.1,10,2.9068877207498716,80
unb_a3.0,synonym,0.2,10,2.012460729749911,80
unb_a3.0,synonym,0.3,10,2.9068877207498716,80
unb_a3.0,deletion,0.0,11,2.1376665307468956,79
unb_a3.0,deletion,0.1,11,2.1213198435597604,72
unb_a3.0,deletion,0.2,11,1.7499995625001092,64
unb_a3.0,deletion,0.3,11,0.412081578638551,53
unb_a3.0,deletion,0.4,11,-1.897365996101217,40
unb_a3.0,deletion,0.5,11,-1.897365996101217,40
unb_a3.0,synonym,0.0,11,2.236067477499901,80
unb_a3.0,synonym,0.1,11,1.1180337387499506,80
unb_a3.0,synonym,0.2,11,1.3416404864999407,80
unb_a3.0,synonym,0.3,11,0.6708202432499704,80
unb_a3.0,deletion,0.0,12,2.1376665307468956,79
unb_a3.0,deletion,0.1,12,2.1213198435597604,72
unb_a3.0,deletion,0.2,12,0.49999987500003124,64
unb_a3.0,deletion,0.3,12,0.6868026310642517,53
unb_a3.0,deletion,0.4,12,0.3162276660168695,40
unb_a3.0,deletion,0.5,12,0.3162276660168695,40
unb_a3.0,synonym,0.0,12,1.788853981999921,80
unb_a3.0,synonym,0.1,12,1.1180337387499506,80
unb_a3.0,synonym,0.2,12,1.3416404864999407,80
unb_a3.0,synonym,0.3,12,0.6708202432499704,80
unb_a3.0,deletion,0.0,13,3.4877717080607242,79
unb_a3.0,deletion,0.1,13,2.5927242532397075,72
unb_a3.0,deletion,0.2,13,2.499999375000156,64
unb_a3.0,deletion,0.3,13,1.236244735915653,53
unb_a3.0,deletion,0.4,13,-1.5811383300843476,40
unb_a3.0,deletion,0.5,13,-1.5811383300843476,40
unb_a3.0,synonym,0.0,13,4.024921459499822,80
unb_a3.0,synonym,0.1,13,2.012460729749911,80
unb_a3.0,synonym,0.2,13,3.801314711749832,80
unb_a3.0,synonym,0.3,13,2.012460729749911,80
unb_a3.0,deletion,0.0,14,1.6876314716422858,79
unb_a3.0,deletion,0.1,14,0.9428088193598936,72
unb_a3.0,deletion,0.2,14,-0.49999987500003124,64
unb_a3.0,deletion,0.3,14,0.13736052621285033,53
unb_a3.0,deletion,0.4,14,0.3162276660168695,40
unb_a3.0,deletion,0.5,14,0.3162276660168695,40
unb_a3.0,synonym,0.0,14,1.788853981999921,80
unb_a3.0,synonym,0.1,14,1.1180337387499506,80
unb_a3.0,synonym,0.2,14,2.012460729749911,80
unb_a3.0,synonym,0.3,14,1.788853981999921,80
unb_a3.0,deletion,0.0,15,1.462613942089981,79
unb_a3.0,deletion,0.1,15,0.9428088193598936,72
unb_a3.0,deletion,0.2,15,0.7499998125000469,64
unb_a3.0,deletion,0.3,15,0.13736052621285033,53
unb_a3.0,deletion,0.4,15,-0.3162276660168695,40
unb_a3.0,deletion,0.5,15,-0.3162276660168695,40
unb_a3.0,synonym,0.0,15,1.1180337387499506,80
unb_a3.0,synonym,0.1,15,0.44721349549998024,80
unb_a3.0,synonym,0.2,15,-0.44721349549998024,80
unb_a3.0,synonym,0.3,15,0.22360674774999012,80
unb_a3.0,deletion,0.0,16,3.9378067671653336,79
unb_a3.0,deletion,0.1,16,2.8284264580796807,72
unb_a3.0,deletion,0.2,16,1.4999996250000938,64
unb_a3.0,deletion,0.3,16,-0.13736052621285033,53
unb_a3.0,deletion,0.4,16,0.9486829980506085,40
unb_a3.0,deletion,0.5,16,0.9486829980506085,40
unb_a3.0,synonym,0.0,16,3.801314711749832,80
unb_a3.0,synonym,0.1,16,2.6832809729998814,80
unb_a3.0,synonym,0.2,16,0.22360674774999012,80
unb_a3.0,synonym,0.3,16,2.012460729749911,80
unb_a3.0,deletion,0.0,17,3.0377366489561144,79
unb_a3.0,deletion,0.1,17,1.1785110241998669,72
unb_a3.0,deletion,0.2,17,0.49999987500003124,64
unb_a3.0,deletion,0.3,17,0.9615236834899523,53
unb_a3.0,deletion,0.4,17,0.9486829980506085,40
unb_a3.0,deletion,0.5,17,0.9486829980506085,40
unb_a3.0,synonym,0.0,17,2.9068877207498716,80
unb_a3.0,synonym,0.1,17,2.012460729749911,80
unb_a3.0,synonym,0.2,17,0.6708202432499704,80
unb_a3.0,synonym,0.3,17,2.4596742252498913,80
unb_a3.0,deletion,0.0,18,1.9126490011945907,79
unb_a3.0,deletion,0.1,18,2.3570220483997337,72
unb_a3.0,deletion,0.2,18,2.2499994375001404,64
unb_a3.0,deletion,0.3,18,-1.236244735915653,53
unb_a3.0,deletion,0.4,18,0.632455332033739,40
unb_a3.0,deletion,0.5,18,0.632455332033739,40
unb_a3.0,synonym,0.0,18,2.012460729749911,80
unb_a3.0,synonym,0.1,18,0.8944269909999605,80
unb_a3.0,synonym,0.2,18,-0.6708202432499704,80
unb_a3.0,synonym,0.3,18,-0.44721349549998024,80
unb_a3.0,deletion,0.0,19,5.512929474031467,79
unb_a3.0,deletion,0.1,19,4.949746301639442,72
unb_a3.0,deletion,0.2,19,3.749999062500234,64
unb_a3.0,deletion,0.3,19,1.7856868407670543,53
unb_a3.0,deletion,0.4,19,0.0,40
unb_a3.0,deletion,0.5,19,0.0,40
unb_a3.0,synonym,0.0,19,4.919348450499783,80
unb_a3.0,synonym,0.1,19,4.919348450499783,80
unb_a3.0,synonym,0.2,19,3.1304944684998617,80
unb_a3.0,synonym,0.3,19,2.012460729749911,80
unb_a2.0,deletion,0.0,0,1.9126490011945907,79
unb_a2.0,deletion,0.1,0,1.4142132290398404,72
unb_a2.0,deletion,0.2,0,0.7499998125000469,64
unb_a2.0,deletion,0.3,0,-0.9615236834899523,53
unb_a2.0,deletion,0.4,0,-0.632455332033739,40
unb_a2.0,deletion,0.5,0,-0.632455332033739,40
unb_a2.0,synonym,0.0,0,1.5652472342499308,80
unb_a2.0,synonym,0.1,0,1.3416404864999407,80
unb_a2.0,synonym,0.2,0,0.6708202432499704,80
unb_a2.0,synonym,0.3,0,0.22360674774999012,80
unb_a2.0,deletion,0.0,1,2.587701589851505,79
unb_a2.0,deletion,0.1,1,1.8856176387197872,72
unb_a2.0,deletion,0.2,1,1.999999500000125,64
unb_a2.0,deletion,0.3,1,1.5109657883413536,53
unb_a2.0,deletion,0.4,1,-0.3162276660168695,40
unb_a2.0,deletion,0.5,1,-0.3162276660168695,40
unb_a2.0,synonym,0.0,1,2.6832809729998814,80
unb_a2.0,synonym,0.1,1,2.236067477499901,80
unb_a2.0,synonym,0.2,1,2.236067477499901,80
unb_a2.0,synonym,0.3,1,1.1180337387499506,80
unb_a2.0,deletion,0.0,2,2.3626840602992,79
unb_a2.0,deletion,0.1,2,2.5927242532397075,72
unb_a2.0,deletion,0.2,2,2.2499994375001404,64
unb_a2.0,deletion,0.3,2,0.6868026310642517,53
unb_a2.0,deletion,0.4,2,0.3162276660168695,40
unb_a2.0,deletion,0.5,2,0.3162276660168695,40
unb_a2.0,synonym,0.0,2,2.012460729749911,80
unb_a2.0,synonym,0.1,2,1.788853981999921,80
unb_a2.0,synonym,0.2,2,0.44721349549998024,80
unb_a2.0,synonym,0.3,2,1.788853981999921,80
unb_a2.0,deletion,0.0,3,1.6876314716422858,79
unb_a2.0,deletion,0.1,3,0.2357022048399734,72
unb_a2.0,deletion,0.2,3,-0.7499998125000469,64
unb_a2.0,deletion,0.3,3,-0.6868026310642517,53
unb_a2.0,deletion,0.4,3,-0.9486829980506085,40
unb_a2.0,deletion,0.5,3,-0.9486829980506085,40
unb_a2.0,synonym,0.0,3,1.5652472342499308,80
unb_a2.0,synonym,0.1,3,1.5652472342499308,80
unb_a2.0,synonym,0.2,3,0.44721349549998024,80
unb_a2.0,synonym,0.3,3,2.236067477499901,80
unb_a2.0,deletion,0.0,4,2.1376665307468956,79
unb_a2.0,deletion,0.1,4,2.5927242532397075,72
unb_a2.0,deletion,0.2,4,1.999999500000125,64
unb_a2.0,deletion,0.3,4,1.7856868407670543,53
unb_a2.0,deletion,0.4,4,-1.5811383300843476,40
unb_a2.0,deletion,0.5,4,-1.5811383300843476,40
unb_a2.0,synonym,0.0,4,1.788853981999921,80
unb_a2.0,synonym,0.1,4,1.5652472342499308,80
unb_a2.0,synonym,0.2,4,-0.22360674774999012,80
unb_a2.0,synonym,0.3,4,-0.22360674774999012,80
unb_a2.0,deletion,0.0,5,2.1376665307468956,79
unb_a2.0,deletion,0.1,5,2.5927242532397075,72
unb_a2.0,deletion,0.2,5,2.2499994375001404,64
unb_a2.0,deletion,0.3,5,-0.13736052621285033,53
unb_a2.0,deletion,0.4,5,-1.264910664067478,40
unb_a2.0,deletion,0.5,5,-1.264910664067478,40
unb_a2.0,synonym,0.0,5,2.236067477499901,80
unb_a2.0,synonym,0.1,5,2.6832809729998814,80
unb_a2.0,synonym,0.2,5,1.1180337387499506,80
unb_a2.0,synonym,0.3,5,0.22360674774999012,80
unb_a2.0,deletion,0.0,6,1.6876314716422858,79
unb_a2.0,deletion,0.1,6,1.4142132290398404,72
unb_a2.0,deletion,0.2,6,0.0,64
unb_a2.0,deletion,0.3,6,-0.6868026310642517,53
unb_a2.0,deletion,0.4,6,-1.264910664067478,40
unb_a2.0,deletion,0.5,6,-1.264910664067478,40
unb_a2.0,synonym,0.0,6,2.012460729749911,80
unb_a2.0,synonym,0.1,6,2.012460729749911,80
unb_a2.0,synonym,0.2,6,-0.22360674774999012,80
unb_a2.0,synonym,0.3,6,1.1180337387499506,80
unb_a2.0,deletion,0.0,7,3.0377366489561144,79
unb_a2.0,deletion,0.1,7,2.3570220483997337,72
unb_a2.0,deletion,0.2,7,1.249999687500078,64
unb_a2.0,deletion,0.3,7,-0.6868026310642517,53
unb_a2.0,deletion,0.4,7,-1.897365996101217,40
unb_a2.0,deletion,0.5,7,-1.897365996101217,40
unb_a2.0,synonym,0.0,7,2.9068877207498716,80
unb_a2.0,synonym,0.1,7,1.788853981999921,80
unb_a2.0,synonym,0.2,7,1.788853981999921,80
unb_a2.0,synonym,0.3,7,0.0,80
unb_a2.0,deletion,0.0,8,-0.33752629432845715,79
unb_a2.0,deletion,0.1,8,-1.1785110241998669,72
unb_a2.0,deletion,0.2,8,-1.7499995625001092,64
unb_a2.0,deletion,0.3,8,0.6868026310642517,53
unb_a2.0,deletion,0.4,8,0.9486829980506085,40
unb_a2.0,deletion,0.5,8,0.9486829980506085,40
unb_a2.0,synonym,0.0,8,0.44721349549998024,80
unb_a2.0,synonym,0.1,8,0.8944269909999605,80
unb_a2.0,synonym,0.2,8,-2.012460729749911,80
unb_a2.0,synonym,0.3,8,-0.22360674774999012,80
unb_a2.0,deletion,0.0,9,1.462613942089981,79
unb_a2.0,deletion,0.1,9,1.8856176387197872,72
unb_a2.0,deletion,0.2,9,2.499999375000156,64
unb_a2.0,deletion,0.3,9,-1.5109657883413536,53
unb_a2.0,deletion,0.4,9,-0.3162276660168695,40
unb_a2.0,deletion,0.5,9,-0.3162276660168695,40
unb_a2.0,synonym,0.0,9,1.5652472342499308,80
unb_a2.0,synonym,0.1,9,1.5652472342499308,80
unb_a2.0,synonym,0.2,9,0.44721349549998024,80
unb_a2.0,synonym,0.3,9,2.4596742252498913,80
unb_a2.0,deletion,0.0,10,3.2627541785084193,79
unb_a2.0,deletion,0.1,10,4.006937482279548,72
unb_a2.0,deletion,0.2,10,2.749999312500172,64
unb_a2.0,deletion,0.3,10,0.412081578638551,53
unb_a2.0,deletion,0.4,10,1.5811383300843476,40
unb_a2.0,deletion,0.5,10,1.5811383300843476,40
unb_a2.0,synonym,0.0,10,2.4596742252498913,80
unb_a2.0,synonym,0.1,10,2.9068877207498716,80
unb_a2.0,synonym,0.2,10,3.354101216249852,80
unb_a2.0,synonym,0.3,10,1.788853981999921,80
unb_a2.0,deletion,0.0,11,2.3626840602992,79
unb_a2.0,deletion,0.1,11,2.1213198435597604,72
unb_a2.0,deletion,0.2,11,2.2499994375001404,64
unb_a2.0,deletion,0.3,11,0.13736052621285033,53
unb_a2.0,deletion,0.4,11,2.2135936621180865,40
unb_a2.0,deletion,0.5,11,2.2135936621180865,40
unb_a2.0,synonym,0.0,11,2.236067477499901,80
unb_a2.0,synonym,0.1,11,3.1304944684998617,80
unb_a2.0,synonym,0.2,11,1.1180337387499506,80
unb_a2.0,synonym,0.3,11,0.0,80
unb_a2.0,deletion,0.0,12,1.6876314716422858,79
unb_a2.0,deletion,0.1,12,1.6499154338798137,72
unb_a2.0,deletion,0.2,12,0.24999993750001562,64
unb_a2.0,deletion,0.3,12,-2.6098499980441563,53
unb_a2.0,deletion,0.4,12,0.9486829980506085,40
unb_a2.0,deletion,0.5,12,0.9486829980506085,40
unb_a2.0,synonym,0.0,12,1.5652472342499308,80
unb_a2.0,synonym,0.1,12,1.788853981999921,80
unb_a2.0,synonym,0.2,12,-0.44721349549998024,80
unb_a2.0,synonym,0.3,12,2.4596742252498913,80
unb_a2.0,deletion,0.0,13,3.7127892376130287,79
unb_a2.0,deletion,0.1,13,3.064128662919654,72
unb_a2.0,deletion,0.2,13,2.2499994375001404,64
unb_a2.0,deletion,0.3,13,-0.412081578638551,53
unb_a2.0,deletion,0.4,13,0.632455332033739,40
unb_a2.0,deletion,0.5,13,0.632455332033739,40
unb_a2.0,synonym,0.0,13,4.248528207249812,80
unb_a2.0,synonym,0.1,13,3.577707963999842,80
unb_a2.0,synonym,0.2,13,2.236067477499901,80
unb_a2.0,synonym,0.3,13,2.236067477499901,80
unb_a2.0,deletion,0.0,14,1.9126490011945907,79
unb_a2.0,deletion,0.1,14,1.6499154338798137,72
unb_a2.0,deletion,0.2,14,1.249999687500078,64
unb_a2.0,deletion,0.3,14,-0.13736052621285033,53
unb_a2.0,deletion,0.4,14,1.264910664067478,40
unb_a2.0,deletion,0.5,14,1.264910664067478,40
unb_a2.0,synonym,0.0,14,1.5652472342499308,80
unb_a2.0,synonym,0.1,14,0.22360674774999012,80
unb_a2.0,synonym,0.2,14,-0.22360674774999012,80
unb_a2.0,synonym,0.3,14,1.1180337387499506,80
unb_a2.0,deletion,0.0,15,1.2375964125376764,79
unb_a2.0,deletion,0.1,15,1.6499154338798137,72
unb_a2.0,deletion,0.2,15,0.7499998125000469,64
unb_a2.0,deletion,0.3,15,0.412081578638551,53
unb_a2.0,deletion,0.4,15,1.897365996101217,40
unb_a2.0,deletion,0.5,15,1.897365996101217,40
unb_a2.0,synonym,0.0,15,1.5652472342499308,80
unb_a2.0,synonym,0.1,15,1.3416404864999407,80
unb_a2.0,synonym,0.2,15,0.0,80
unb_a2.0,synonym,0.3,15,1.3416404864999407,80
unb_a2.0,deletion,0.0,16,0.562543823880762,79
unb_a2.0,deletion,0.1,16,-0.4714044096799468,72
unb_a2.0,deletion,0.2,16,-1.7499995625001092,64
unb_a2.0,deletion,0.3,16,-0.6868026310642517,53
unb_a2.0,deletion,0.4,16,-0.3162276660168695,40
unb_a2.0,deletion,0.5,16,-0.3162276660168695,40
unb_a2.0,synonym,0.0,16,1.1180337387499506,80
unb_a2.0,synonym,0.1,16,1.1180337387499506,80
unb_a2.0,synonym,0.2,16,1.1180337387499506,80
unb_a2.0,synonym,0.3,16,0.6708202432499704,80
unb_a2.0,deletion,0.0,17,1.9126490011945907,79
unb_a2.0,deletion,0.1,17,2.1213198435597604,72
unb_a2.0,deletion,0.2,17,1.4999996250000938,64
unb_a2.0,deletion,0.3,17,-0.13736052621285033,53
unb_a2.0,deletion,0.4,17,0.3162276660168695,40
unb_a2.0,deletion,0.5,17,0.3162276660168695,40
unb_a2.0,synonym,0.0,17,1.788853981999921,80
unb_a2.0,synonym,0.1,17,0.8944269909999605,80
unb_a2.0,synonym,0.2,17,1.1180337387499506,80
unb_a2.0,synonym,0.3,17,0.22360674774999012,80
unb_a2.0,deletion,0.0,18,3.4877717080607242,79
unb_a2.0,deletion,0.1,18,2.5927242532397075,72
unb_a2.0,deletion,0.2,18,0.9999997500000625,64
unb_a2.0,deletion,0.3,18,0.412081578638551,53
unb_a2.0,deletion,0.4,18,-0.3162276660168695,40
unb_a2.0,deletion,0.5,18,-0.3162276660168695,40
unb_a2.0,synonym,0.0,18,2.6832809729998814,80
unb_a2.0,synonym,0.1,18,2.4596742252498913,80
unb_a2.0,synonym,0.2,18,2.236067477499901,80
unb_a2.0,synonym,0.3,18,2.012460729749911,80
unb_a2.0,deletion,0.0,19,0.33752629432845715,79
unb_a2.0,deletion,0.1,19,0.2357022048399734,72
unb_a2.0,deletion,0.2,19,-0.49999987500003124,64
unb_a2.0,deletion,0.3,19,0.412081578638551,53
unb_a2.0,deletion,0.4,19,0.9486829980506085,40
unb_a2.0,deletion,0.5,19,0.9486829980506085,40
unb_a2.0,synonym,0.0,19,0.6708202432499704,80
unb_a2.0,synonym,0.1,19,-0.44721349549998024,80
unb_a2.0,synonym,0.2,19,0.8944269909999605,80
unb_a2.0,synonym,0.3,19,0.8944269909999605,80
